dates,Sequential inflation,3-month moving average
2024-04-01,2.7624757353327034,3.1809422706538193
2024-05-01,3.080864572842157,2.856348257757957
2024-06-01,0.9135647937613012,2.2478189984010966
2024-07-01,2.7065133005541364,2.22925490718493
2024-08-01,1.5091749496072726,1.7070233297751702
2024-09-01,2.06448520537863,2.0922192374318804
2024-10-01,3.3267642249150686,2.2973206381696087
2024-11-01,2.5431776125702132,2.643491535269127
2024-12-01,1.0202183694710154,2.292227182045359
2025-01-01,2.6893198939158314,2.081439101930882
2025-02-01,1.6304638085864465,1.7776680542741952
2025-03-01,2.7067505480316,2.340937592682124
2025-04-01,2.99321319060446,2.4417922742521636
2025-05-01,1.4264980891312895,2.3732150428173338
2025-06-01,0.7119641463952275,1.706107858289485
2025-07-01,1.5212044576605521,1.2192432847081491
2025-08-01,1.7228813008352661,1.3177399338466511
2025-09-01,2.789308324194839,2.0096175799721783
2025-10-01,2.9430245115685594,2.4836316574630146
