dates,Portfolio investment,Direct investment,Other investment,Financial account
2019-04-01,-1.075,0.6646666666666666,-1.624,-2.034333333333333
2019-05-01,-1.8173333333333332,0.5656666666666667,-1.5126666666666668,-2.7643333333333335
2019-06-01,-2.4846666666666666,0.377,1.371,-0.7366666666666666
2019-07-01,-0.6713333333333333,0.45566666666666666,1.877,1.6613333333333333
2019-08-01,-0.8403333333333334,0.623,1.301,1.0836666666666668
2019-09-01,-0.16633333333333333,0.4656666666666667,-1.5683333333333334,-1.269
2019-10-01,-1.4773333333333332,0.435,-0.9093333333333333,-1.9516666666666667
2019-11-01,-0.36033333333333334,0.337,-0.8173333333333334,-0.8406666666666667
2019-12-01,-0.42033333333333334,0.515,0.5143333333333334,0.609
2020-01-01,0.058666666666666666,0.584,-0.18933333333333335,0.4533333333333333
2020-02-01,-0.396,0.5763333333333334,0.8703333333333334,1.0506666666666666
2020-03-01,-1.906,0.619,-0.043333333333333335,-1.3303333333333334
2020-04-01,-2.6113333333333335,0.4083333333333333,0.406,-1.797
2020-05-01,-4.053333333333334,0.3556666666666667,3.818,0.12033333333333333
2020-06-01,-2.8573333333333335,0.09333333333333332,2.8456666666666663,0.08166666666666667
2020-07-01,-1.8366666666666667,0.12233333333333332,2.857,1.1426666666666667
2020-08-01,-1.4023333333333332,0.17,-1.434,-2.6663333333333337
2020-09-01,-0.8346666666666667,0.30033333333333334,-0.4993333333333333,-1.0336666666666667
2020-10-01,0.08733333333333333,0.19433333333333333,0.24966666666666665,0.5313333333333333
2020-11-01,1.4473333333333334,0.19566666666666666,-0.8156666666666667,0.8273333333333334
2020-12-01,2.3363333333333336,0.411,1.8296666666666668,4.577
2021-01-01,3.352,0.4896666666666667,0.4086666666666667,4.250333333333333
2021-02-01,2.8316666666666666,0.6273333333333334,1.6053333333333333,5.064333333333333
2021-03-01,-0.06133333333333334,0.305,0.13366666666666666,0.3773333333333333
2021-04-01,-2.5496666666666665,0.274,1.1653333333333333,-1.1103333333333332
2021-05-01,-2.6193333333333335,0.10333333333333333,2.345,-0.171
2021-06-01,0.09366666666666668,0.36033333333333334,2.9686666666666666,3.4226666666666663
2021-07-01,0.8796666666666666,0.738,2.4373333333333336,4.055
2021-08-01,0.918,1.003,3.5166666666666666,5.437666666666667
2021-09-01,0.2693333333333333,1.0256666666666667,2.3276666666666666,3.6226666666666665
2021-10-01,-0.7433333333333334,0.6946666666666667,2.2303333333333333,2.1816666666666666
2021-11-01,-1.6056666666666668,0.4633333333333333,0.971,-0.17133333333333334
2021-12-01,-2.834,0.3836666666666667,1.6583333333333332,-0.792
2022-01-01,-2.4696666666666665,0.47933333333333333,2.8813333333333335,0.891
2022-02-01,-2.2856666666666667,0.3953333333333333,2.622,0.7316666666666666
2022-03-01,-2.406,0.25533333333333336,2.9666666666666663,0.816
2022-04-01,-2.3473333333333333,0.3656666666666667,2.6633333333333336,0.6816666666666666
2022-05-01,-3.4283333333333337,1.0226666666666666,1.9526666666666668,-0.453
2022-06-01,-2.8846666666666665,1.336,0.845,-0.7036666666666667
2022-07-01,-2.7823333333333333,1.1843333333333332,1.2083333333333333,-0.38966666666666666
2022-08-01,-1.0046666666666666,0.7176666666666667,4.158,3.871
2022-09-01,-1.2593333333333332,0.5596666666666666,5.243666666666667,4.544
2022-10-01,-1.0163333333333333,0.7433333333333334,4.914333333333333,4.641333333333333
2022-11-01,-0.8653333333333334,0.8516666666666667,2.987,2.9733333333333336
2022-12-01,0.393,0.799,4.087666666666666,5.279666666666667
2023-01-01,0.7156666666666667,0.5626666666666666,3.12,4.398333333333333
2023-02-01,-0.022,0.4413333333333333,2.6886666666666663,3.108
